full_text,tweet_id,created_at,screen_name,original_user_id,retweeted_user_ID,collected_at,reply_to_id,reply_to_user,expandedURL
"@Zita_Von_Tesse You're very much ZI.KA , Thanks so much , Keep smile anywhere , anytime & enjoy your beautiful days with happy ~ SALUTE",1.8749580761905152e+17,2012-04-04 11:04:18+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.300840,1.868671714046935e+17,28127521.0,[]
"@meerkatmadness '' You're much Welcome Cherie , Happy tweeting and enjoy your beautiful days with happy and smile anytime ~ REGARD & PEACE",1.8749431312562176e+17,2012-04-04 10:58:22+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.300846,1.867915198255677e+17,121235429.0,[]
"@silvia_giglione Thanks Silvia ,I wish you always enjoy your sweet days, Wow welcome to Bali ,I wish you love & enjoy in INDONESIA ~ Salute",1.8578920126507008e+17,2012-03-30 18:02:52+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.300888,1.854426348762071e+17,401831848.0,[]
"@KingofPopMJ01 Thanks again honey , God always together with the people who are full of love & kindness like you - ich liebe dich immer - ㋡",1.853397740710789e+17,2012-03-29 12:17:00+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.300910,1.853325380578345e+17,125500832.0,[]
"@KingofPopMJ01 Ich schicke besondere Umarmungen und Küsse von Indonesien '' Thanks my dear - Although the distances , You're my Great friend",1.8532917343329075e+17,2012-03-29 11:34:52+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.300931,1.8531503225348096e+17,125500832.0,[]
"@KingofPopMJ01 Thanks Natalie,i wish you enjoy your beautiful days with fun,happy heart & cheerful mind always, Ich vermisse und liebe dich",1.852595174355845e+17,2012-03-29 06:58:05+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.300963,1.850993919070044e+17,125500832.0,[]
"@SONGLBAYIR '' Benim sevgili dostum çok teşekkür ederim , edebilmek için mutlu senin gibi iyi bir arkadaşım var - öpmek, sarılmak ~ Salaam",1.852578532364124e+17,2012-03-29 06:51:28+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.300977,1.851442090770432e+17,426832709.0,[]
"@hcs_puffguera '' When i see you , I'll always remember about smoke - Smoke on the Water - ;-) can i join to you ? #Peace Joking ''",1.8524618019479142e+17,2012-03-29 06:05:05+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.300984,1.8524456097953382e+17,421578768.0,[]
"@SONGLBAYIR ~ Salaam & Thanks SONGUL BAYIR , güzel günün keyfini çıkarın , sizinle sohbet etmekten mutluluk , ALLAH bize her zaman korusun ~",1.850777846479749e+17,2012-03-28 18:55:57+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.300991,1.850640461884293e+17,426832709.0,[]
"@SONGLBAYIR '' Güzel günler tadını çıkarın , Allah sizin ve sevgili aile her zaman kutsasın , aamiin ~ sarılmalar ve öpücükler '' - THANKS -",1.8469464258603418e+17,2012-03-27 17:33:28+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.300998,1.846852644284744e+17,426832709.0,[]
@SONGLBAYIR '' You're much welcome '' Çok teşekkür ederim - Saygılar ve Barış ~ ( Endonezya Arkadaş ),1.846847078820782e+17,2012-03-27 16:54:00+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301005,1.8468152945108992e+17,426832709.0,[]
"@KingofPopMJ01 ღ Thanks Natalie , Happy to hear you're fine Lol :D Still learning few words - Have a sweet day dear ~ Umarmungen und Küsse ღ",1.843005299109437e+17,2012-03-26 15:27:25+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301012,1.8399845161540403e+17,125500832.0,[]
"@KingofPopMJ01 Hello my dear Natalie ,i'm fine - Are you fine too ? Have a nice day to you too ,Happy to chat you again ~ Ich vermisse dich",1.8391749621724365e+17,2012-03-25 14:05:22+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301025,1.8367736033850573e+17,125500832.0,[]
"@tereterecacao '' Thanks very much Tere , Have a Wonderful day , enjoy it with fun , happy heart &amp; cheerful mind ~ REGARDS &amp; PEACE ~ Besos",1.8277746593511424e+17,2012-03-22 10:35:18+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301056,1.825335599600804e+17,148493842.0,[]
"@silvia_giglione '' Thanks very much Silvia , i miss you too , i send to you a sweet kisses and warm hugs '' Have a Beautiful day ~ #PEACE",1.8239287099981824e+17,2012-03-21 09:07:03+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301063,1.822866712267408e+17,401831848.0,[]
"@boezim '' Welcome brother , you too , Happy tweeting and enjoy it with fun and smile ~ REGARDS and PEACE ''",1.8239198097690624e+17,2012-03-21 09:03:31+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301076,1.8238800576657408e+17,419735152.0,[]
"@IngaJerkovic '' Amen , Thanks again Inga , Have a sweet &amp; best weekend , i hope you enjoy with a happy heart , cheerful  mind &amp; full of joy",1.810861166639186e+17,2012-03-17 18:34:29+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301110,1.80698537548456e+17,410355399.0,[]
"@SharonRomeo ~ Thanks very much my sister Sharon for your greeting gifts , this is special for me , may God always protect you &amp; your family",1.8065407733046067e+17,2012-03-16 13:57:43+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301131,1.806353275794391e+17,23514804.0,[]
"@IngaJerkovic ~ Thank you for your kindness , GOD always together with people who are full of love and kindness like you #REGARDS and #PEACE",1.80624547568042e+17,2012-03-16 12:00:22+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301148,1.8036775419551744e+17,410355399.0,[]
"@IngaJerkovic '' I pray that you always be the best in life as you aspire , I wish you to really enjoy this special day with people you love",1.8062366532973363e+17,2012-03-16 11:56:52+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301154,1.8036775419551744e+17,410355399.0,[]
"@IngaJerkovic Dear my friend Inga , Now is dated March 16 , we have the same birthday , i say '' HAPPY WONDERFUL BIRTHDAY to my friend Inga",1.8062272927013683e+17,2012-03-16 11:53:09+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301161,1.8036775419551744e+17,410355399.0,[]
"@silvia_giglione '' Haha , really unique thing ,mixture of two countries , if so, I think you would be suitable for the weather in Indonesia",1.803791569855488e+17,2012-03-15 19:45:16+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301182,1.8037114288694886e+17,401831848.0,[]
"@silvia_giglione '' I feel really flattered , Only Thanks greeting that can i give to you , anyway ☺ Indonesia has the hot weather (˘_˘"")",1.803691903084176e+17,2012-03-15 19:05:40+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301196,1.803656947335291e+17,401831848.0,[]
"@silvia_giglione ~ Thanks for your special gifts &amp; greeting , a special gift from a friend who has a beautiful heart , She's Silvia \(´▽`)/",1.803676058807255e+17,2012-03-15 18:59:22+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301209,1.80363400654762e+17,401831848.0,[]
"@silvia_giglione ~ May you &amp; your family are always in the shadow of GOD , GOD always with people who are full of love &amp; kindness like you ~",1.803656076136448e+17,2012-03-15 18:51:26+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301225,1.8035867486113792e+17,401831848.0,[]
"@silvia_giglione '' A thousand thanks Silvia for your kindness , I'm pleased and proud to be your friend , have a beautiful and sweet day ''",1.803649900443197e+17,2012-03-15 18:48:59+00:00,BellenyFufu,254185636.0,,2023-08-13 13:32:01.301233,1.8035867486113792e+17,401831848.0,[]
@nathaliejacoby1 Racist,1.6397941275072676e+18,2023-03-26 00:59:20+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.059894,1.6397329258841866e+18,1.2804787318748488e+18,[]
@Cocolh44 Hello!,1.6345723762968822e+18,2023-03-11 15:09:58+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.059951,1.6342838524525732e+18,1.3420009107598213e+18,[]
@Cocolh44 Hi💙,1.6329528971881144e+18,2023-03-07 03:54:44+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.059975,1.6328080336747725e+18,1.3420009107598213e+18,[]
@Cocolh44 Hi Coco!!,1.6327857545302303e+18,2023-03-06 16:50:34+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.059981,1.632447112343429e+18,1.3420009107598213e+18,[]
@Cocolh44 Hiiiiii,1.6327668683509842e+18,2023-03-06 15:35:31+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.059991,1.632102692494426e+18,1.3420009107598213e+18,[]
@POTUS Thank you Biden for saving the country of America. Without you we would have fallen to the darkness and intrepid evil brought upon us by the Tyrant Trump!!! Thank you for blessing us against the racist rednecks!!!,1.6324389326452165e+18,2023-03-05 17:52:25+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060003,1.6324106441619948e+18,1.3491490969096684e+18,[]
@Victorshi2020 When will Republicans realize guns are a threat to this nation!!,1.6172580619990958e+18,2023-01-22 20:29:03+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060076,1.6171993425150157e+18,1.0844683874917908e+18,[]
@AnnOkla 💙,1.6169790618128916e+18,2023-01-22 02:00:25+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060099,1.6169562498739814e+18,1.4196682997769871e+18,[]
@blueheartedly There was blatant interference from the Russians because they knew the true power behind Hillary’s sweet kind demeanor!!!,1.61684918138513e+18,2023-01-21 17:24:19+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060105,1.6164374944336978e+18,7.025772510203822e+17,[]
@BidensWins Biden has cleared hate from the air in America. When I go outside now I feel a sense of safety and relieve that the tyrant Trump is no longer in power #FTrump,1.61649521723802e+18,2023-01-20 17:57:47+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060117,1.6162044580729364e+18,1.486069441259397e+18,[]
@MichelleObama @ObamaFoundation Your so beautiful I wish you would run for office!! We need more strong handsome women like you!!!,1.616136247604564e+18,2023-01-19 18:11:22+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060134,1.615774355622871e+18,409486555.0,[]
@POTUS Biden you are the light that shines through Trumps horrid presidency. Continue to preach your love and dedication💕,1.6160951780367729e+18,2023-01-19 15:28:10+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060140,1.6160933507082486e+18,1.3491490969096684e+18,[]
@VP The Biden administration is doing wonders for America!!,1.6160949205691963e+18,2023-01-19 15:27:09+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060145,1.615854802159784e+18,8.036941790794588e+17,[]
@EduCaptAmerica My prayers are with you 🙏,1.6160807940109312e+18,2023-01-19 14:31:01+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060156,1.6154191214531748e+18,15252636.0,[]
@mmpadellan If Trump comes back I will be leaving twitter for good. His dishonesty and lack of integrity is a threat to this nation!!! #FTrump,1.6160800667896545e+18,2023-01-19 14:28:07+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060162,1.6158193237837496e+18,1640929196.0,[]
@POTUS Guns need to be taken away for the safety of America!! When will right wing supremacist understand!!!!#GUNviolence,1.6160762487233618e+18,2023-01-19 14:12:57+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060167,1.616073150378246e+18,1.3491490969096684e+18,[]
@Victorshi2020 Republicans are trying to control history. They have brainwashed half of this nation #BLM,1.6158943438515978e+18,2023-01-19 02:10:08+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060173,1.6157922307527434e+18,1.0844683874917908e+18,[]
@John22340376 @StayHalal007 @hodgetwins Your the problem,1.6157801463841137e+18,2023-01-18 18:36:21+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060184,1.6157758910444052e+18,1.6156955371681628e+18,[]
@John22340376 This is what’s wrong with America…… Republicans like you just pray on the downfall of America. Preach love and not hate🏳️‍⚧️💕💕,1.6157745827737928e+18,2023-01-18 18:14:14+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060191,1.6157537128107418e+18,1.6156955371681628e+18,[]
@DrEricDing The fact that people don’t appreciate immigrants and want to keep them out of our country is unbelievable. Trump truly disgusts me🤮,1.6157479574706954e+18,2023-01-18 16:28:26+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060199,1.615585404090024e+18,18831926.0,[]
@VP @warriors It’s nice to see such a beautiful love story❤️❤️ I wish you two the best!💕💕,1.6157476245813576e+18,2023-01-18 16:27:07+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060205,1.6154552539395195e+18,8.036941790794588e+17,[]
"@POTUS @POTUS You are the new light that MLK wished to inspire within people. I believe that you have already done more for minorities him, and that you will continue to do so! #BLM #BlackLivesMatter",1.615747342631682e+18,2023-01-18 16:26:00+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060210,1.6151179466358825e+18,1.3491490969096684e+18,[]
@John22340376 I wouldn’t expect a illiterate republican like you to understand. Racism is spread all across America and it needs to be addressed #BLM,1.615745801694892e+18,2023-01-18 16:19:52+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060221,1.6157436349297623e+18,1.6156955371681628e+18,[]
@CalltoActivism I would never surround myself with such incompetent in the first place,1.615525668066054e+18,2023-01-18 01:45:08+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060243,1.6154676951090217e+18,8.19994707061248e+17,[]
@nathaliejacoby1 Trump,1.6154596926582006e+18,2023-01-17 21:22:59+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060249,1.6154524272425943e+18,1.2804787318748488e+18,[]
@Sinfulskin2 Republicans will say that the vax kills you with no evidence whatsoever. Typical for far right suprematists #VAXXED,1.615458621437141e+18,2023-01-17 21:18:43+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060254,1.6147124795101512e+18,1.308898319150842e+18,[]
@BarackObama @MichelleObama A beacon of light in a dark time!,1.615417471837606e+18,2023-01-17 18:35:12+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060278,1.615348849240834e+18,813286.0,[]
"@american2084 I have said it before, guns are a threat to this nations integrity if we are to move towards and kind of justice @POTUS",1.615416720788951e+18,2023-01-17 18:32:13+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060283,1.6150685306046505e+18,1.0679687024008764e+18,[]
@LakotaMan1 Having history months bring justice all races. White people should not have a month due to their imprisonment of slaves.,1.6154152022957097e+18,2023-01-17 18:26:11+00:00,Cookiez4Justice,1.6154129375433236e+18,,2023-08-13 13:32:02.060289,1.6150874464417505e+18,738779772.0,[]
@CryptoZembur @Aaron_G18 @tarkov Really enjoying it. I haven't had much time to play so only level 10 but having good runs.,1.690418008122876e+18,2023-08-12 17:40:34+00:00,KonstantinKisin,1495726466.0,,2023-08-13 13:32:01.200241,1.6904150015912632e+18,1.4530875189965046e+18,[]
@Haroldgos17944 @Aaron_G18 @tarkov Yep!,1.69041714133649e+18,2023-08-12 17:37:07+00:00,KonstantinKisin,1495726466.0,,2023-08-13 13:32:01.200251,1.6904160761048228e+18,1.688326038181331e+18,[]
@Aaron_G18 @tarkov Same.,1.690413040783483e+18,2023-08-12 17:20:49+00:00,KonstantinKisin,1495726466.0,,2023-08-13 13:32:01.200258,1.6904120994519204e+18,245244787.0,[]
@farflungdung1 @fdondi1 @benshapiro @PSA_Sitch @Friended4Ever I am not a Conservative.,1.6904027905462886e+18,2023-08-12 16:40:06+00:00,KonstantinKisin,1495726466.0,,2023-08-13 13:32:01.200265,1.6903990384187023e+18,1.1289683094399672e+18,[]
"@webdevMason It's because most of these people are childless, single click hunters on social media. They have no idea how a real life works and they're not interested either. All about the 💰",1.6903472629693358e+18,2023-08-12 12:59:27+00:00,KonstantinKisin,1495726466.0,,2023-08-13 13:32:01.200272,1.690189349294596e+18,3289153303.0,[]
@Sargon_of_Akkad Now all that screaming on the way to hospital makes sense. Vagina women being drama queens as usual.,1.6903466452615332e+18,2023-08-12 12:57:00+00:00,KonstantinKisin,1495726466.0,,2023-08-13 13:32:01.200279,1.690306962162856e+18,2472399354.0,[]
@AdamSinger We mean different things. I don't mean that no one will ever help you or support you. What I mean is that the best way to live your life is to realise the outcome is ultimately up to you.,1.6903230617051832e+18,2023-08-12 11:23:17+00:00,KonstantinKisin,1495726466.0,,2023-08-13 13:32:01.200286,1.690301953530618e+18,14031032.0,[]
"@JessicaVaugn Men half my age stormed beaches covered by artillery, snipers and MG42s. 

Fairly sure it's not too much to ask for me to say marriage is good for most people most of the time 😀",1.6902711058171249e+18,2023-08-12 07:56:50+00:00,KonstantinKisin,1495726466.0,,2023-08-13 13:32:01.200293,1.6902705699489464e+18,50595242.0,[]
@scttfrnks @realchrisrufo 🤣,1.690270346115527e+18,2023-08-12 07:53:48+00:00,KonstantinKisin,1495726466.0,,2023-08-13 13:32:01.200300,1.690052562911744e+18,1.1954716621556122e+18,[]
