user_id,generation_id,original_post_id,original_text,original_timestamp,stimulus,generated_text,generation_timestamp,persona_writing_style,persona_tone,persona_topics
283329159.0,283329159.0_gen_0,3.724034852e+17,Wilmington CRO (PPD) acquires Pennsylvania patient-recruitment firm (Acurian)   http://t.co/zpx7rb9Ru7,2013-08-27 17:01:24+00:00,A post about a business acquisition involving a company in the clinical research sector and a firm specializing in patient recruitment.,The recent acquisition of a patient recruitment firm by a prominent CRO signifies a strategic move to enhance trial efficiency and participant engagement. This merger is expected to streamline recruitment processes and optimize study timelines. #ClinicalResearch #CRO #PatientRecruitment #IndustryUpdate,2025-01-05T12:44:10.687977,"The writing style is formal and concise, with a focus on delivering information efficiently. Sentences are typically short to medium in length, often structured to highlight key points or facts. The vocabulary is specialized, incorporating industry-specific terms and acronyms related to clinical research organizations (CROs) and clinical trials.","The tone is predominantly professional and informative, with an emphasis on factual reporting and industry updates. There is little emotional variation, as the focus is on conveying news and developments in the clinical research sector.","Clinical research organizations, mergers and acquisitions, clinical trials, industry growth and challenges, adaptive trial designs, electronic data capture, market trends, regulatory issues"
31259133.0,31259133.0_gen_0,1.689324271e+18,"So my website has crashed and it may not be recoverable, which is also affecting my email, so if anyone here needs to reach me, try lightninginsider@gmail.com In the meantime, considering options moving forward (anybody hiring?) https://t.co/fk4gwnwXPg",2023-08-09 17:14:27+00:00,"A post about experiencing technical difficulties with a personal website and email, along with a mention of seeking new job opportunities.","Hey team, hitting some tech snags with my site & email 🤦‍♂️ Anyone else been through this? Also, open to new gigs—if you know a place looking for a sports nut like me, hit me up! #TechTroubles #JobHunt @TechSupport",2025-01-05T12:44:12.836513,"Informal and concise writing style with a mix of short and medium-length sentences. Uses sports-specific jargon and abbreviations, particularly related to hockey and football, while maintaining clarity in communication.","Casual and enthusiastic tone, with a strong passion for sports topics, particularly hockey and football, balanced with a professional tone when discussing team updates and player transactions.","Tampa Bay Lightning, NHL transactions, sports merchandise promotions, US national soccer teams, personal travel experiences, website and email issues"
25553638.0,25553638.0_gen_0,1.691536811e+18,Hosting @RNR920AM as we get ready for the road LA preseason game this Saturday.  @golfodds @johnnykats @TravisRodgers join us. 702-365-9200 https://t.co/MdWmHDJPFr,2023-08-15 19:46:17+00:00,"A post about hosting a radio show in preparation for an upcoming sports event, mentioning guest participants and providing contact information.",Excited for the upcoming sports event! 🏆 Tune into the radio show for expert insights. Special guests will break down key matchups & odds. 📻 Got questions? Drop them in the comments or reach out directly! #SportsTalk #BettingTips @RadioSportsTalk,2025-01-05T12:44:14.961499,"The writing style is informal and concise, characterized by short, direct sentences. It frequently uses abbreviations and symbols, such as odds and scores, reflecting a focus on sports and betting. The vocabulary is specialized, often involving sports terminology and odds, indicating familiarity with the subject matter.","The tone is predominantly professional with a hint of enthusiasm, especially when discussing sports events and betting odds. It maintains a factual and objective stance, occasionally displaying a casual and conversational flair.","Sports betting, golf tournaments, basketball games, soccer transfers, WNBA updates, sports odds, team performance, player trades"
16874201.0,16874201.0_gen_0,1.691505845e+18,Lots of fun happening this race weekend! Come out and have a blast with us!  #GoBowlingAtTheGlen https://t.co/qPDRJin2jq,2023-08-15 17:43:14+00:00,"A post promoting an upcoming event during a race weekend, encouraging people to attend and enjoy the activities.","{""post_text"": ""🏁 Rev up your engines, race fans! This weekend is gonna be epic at the track! 🎉 Join us for some high-speed action, fun activities, and unforgettable memories! 🏎️💨 Don't miss out on meeting your favorite drivers and snagging some exclusive merch! 🧢🎁 Let's make this a weekend to remember! Who's coming with us? 🙋‍♂️🙋‍♀️ #RaceWeekendFun #NASCAR",2025-01-05T12:44:17.141061,"The writing style is informal and energetic, characterized by short, punchy sentences and frequent use of exclamation points. The posts often include hashtags and social media handles, indicating a format tailored for digital platforms. Vocabulary is simple and direct, with a focus on excitement and engagement.","The overall tone is enthusiastic and promotional, with a strong emphasis on excitement and community engagement. The tone varies slightly to incorporate urgency during weather alerts and respect during commemorative posts, but remains largely upbeat and inviting.","Motorsports events, NASCAR races, weather updates related to events, community engagement activities, driver achievements, event promotions, safety alerts, commemorative messages"
443005184.0,443005184.0_gen_0,1.691474236e+18,🇺🇸🌸HAPPY TUESDAY!🌸🇺🇸  All Patriots who want new followers drop your handle &amp; Retweet🔄!🇺🇸  🇺🇸Follow everyone who Retweets!🇺🇸,2023-08-15 15:37:38+00:00,A social media post encouraging community engagement and follower growth among a specific group of people.,"Hey Patriots! 🇺🇸 It's time to grow our community and make our voices heard! 💪 Let's connect and support each other. Follow me, I'll follow back! 🤝 Who's with me? RT if you love America and want REAL change! 🇺🇸 #MAGA #LetsGoBrandon #PatriotsUnite @realDonaldTrump",2025-01-05T12:44:19.797430,"Informal and repetitive writing style with short and exclamatory sentences, frequent use of emojis and hashtags, and a focus on engagement through retweets and mentions.","Casual and enthusiastic tone with a strong patriotic and political undertone, often expressing frustration or skepticism towards certain events and figures.","Patriotism, political alignment with conservative values, support for Donald Trump, skepticism towards mainstream narratives, networking and engagement with like-minded individuals, crime and justice concerns, criticism of government and media, conspiracy theories"
147593172.0,147593172.0_gen_0,1.624061046e+18,"See you later, see you later, If I see you at all.  See you later, see you later, If I see you at all.  See you later, see you later, If I see you at all.  See you later.",2023-02-10 15:01:41+00:00,A repetitive and poetic social media post expressing a farewell or departure sentiment.,"{""post_text"": ""Whispers of yesterday's echoes drift through the wind,\nweaving tales of goodbye in the fading light.\n\nIn the dance of shadows, I find your silhouette,\na fleeting memory, a gentle sigh.\n\nTime carries us like autumn leaves,\nscattered in the breeze, yet yearning to belong.\n\n@lostdreams, our paths diverge, but the melody lingers,\nin the heart's quiet refrain, where echoes never fade.\n",2025-01-05T12:44:22.356358,"The writing style is poetic and lyrical with repetitive patterns, often using short and medium-length lines. There is a frequent use of metaphor and imagery, creating a vivid and emotional experience. The structure is more free-form than traditional prose, resembling song lyrics or poetry.","The tone is introspective and melancholic, with a mix of nostalgia and longing. There are moments of vulnerability and emotional depth, often reflecting on personal experiences and emotions. The tone varies from contemplative to somber, with occasional glimpses of hope and affection.","Love and relationships, personal reflection, emotional struggles, alcohol and substance use, nostalgia, longing, self-awareness, existential thoughts, music references"
1235496025.0,1235496025.0_gen_0,1.689722977e+18,"Deputy monitor says that on day that Common Sense Caucus praised ""great atmosphere"" at Rikers, there were 29 use of force incidents, 4 stabbings, 12 fights, 7 fires, 9 assaults on staff and a lot else.   https://t.co/1Mbdbjw6qy",2023-08-10 19:38:46+00:00,A post discussing a report on incidents and conditions at a correctional facility on a specific day.,Another horrific day at Rikers! When will this end? 😡 These conditions are beyond unacceptable. Lives are literally at stake—how many more reports do we need before real change happens?! @NYCMayor @NYGov call for accountability NOW! This isn’t just about reform; it’s about human rights! #ShutDownRikers #JusticeForAll #EndMassIncarceration,2025-01-05T12:44:25.331958,"Informal and impassioned writing style with varied sentence lengths, often using short, emphatic statements. Employs strong vocabulary with a mix of colloquial and technical terms, often using hashtags for emphasis and to connect ideas.","Emotionally charged and critical tone, oscillating between frustration and urgency, with occasional hopeful or commemorative notes. Balances between professional critique and casual, conversational elements.","NYPD misconduct, police accountability, social justice, racial and LGBTQ+ equality, housing and homelessness issues, political criticism of Eric Adams, affirmative action, climate crisis, community activism"
7.83177054271447e+17,7.83177054271447e+17_gen_0,1.689750466e+18,"just here to be cute, silly, and fuckable 😼 https://t.co/qvkAOkfsBK",2023-08-10 21:27:59+00:00,"A post expressing a playful and confident attitude, accompanied by a link.","Feelin' like a rockstar today 🤘💋 Just dropped something spicy for y'all. Go check it out if you're ready for a wild ride! 🔥💃 #UnleashTheFreak @MyFavePlatform Link in bio, babes! 😘✨",2025-01-05T12:44:28.213349,"Informal and playful writing style with frequent use of emojis and slang. Sentences are often short and direct, with a conversational tone. Uses explicit language and humor, especially in professional context.","Casual and provocative tone, often blending humor with explicit content. Balances a playful and flirtatious demeanor with occasional reflective moments.","Adult entertainment, personal updates, social media engagement, sexuality, music festivals, vegan lifestyle, personal relationships, activism"
14369841.0,14369841.0_gen_0,1.590867954e+18,Happy launch day! Excited to see our new mobile offering with such a snazzy headline on VentureBeat! https://t.co/OcvpbbxEnE,2022-11-11 00:44:11+00:00,A post about the launch of a new product and its feature in a technology-focused publication.,Thrilled to see the new product launch making waves in the tech world! 🚀 Huge congrats to the team for this amazing achievement! 🙌 Check out the feature in @TechInnovators and see what all the buzz is about. Can’t wait to see how this shakes up the industry! #InnovationInAction #TechLaunch #ProudMoment,2025-01-05T12:44:30.043151,"The writing style is predominantly casual with a mix of professional elements, characterized by short to medium-length sentences. The user frequently uses hashtags and mentions, indicating a familiarity with social media conventions. There is a noticeable use of industry-specific jargon and abbreviations, reflecting a deep engagement with the tech and marketing sectors.","The tone is enthusiastic and celebratory, often expressing excitement and positivity about professional achievements and events. There is a balance of professional respect and casual friendliness, with occasional expressions of personal opinions and advocacy.","Marketing strategies, tech industry events, professional achievements, diversity and inclusion, social justice issues, personal and professional growth, networking and collaboration"
2437195303.0,2437195303.0_gen_0,1.67334683e+18,"Langer's Delicatessen-Restaurant will be closed Monday and Tuesday, July 3-4, 2023, in observance of Independence Day. We wish everyone a wonderful holiday and hope to see you soon at the deli!",2023-06-26 15:05:48+00:00,A post announcing temporary closure of a business for a holiday observance.,"Dear Langer's family, we'll be taking a short break to honor the holiday and recharge. We appreciate your understanding and can't wait to welcome you back with our legendary pastrami! Stay tuned for exciting updates when we reopen. 🎉 Thank you for being part of our community! #LangersDeli #CommunityFirst #SeeYouSoon",2025-01-05T12:44:32.345928,"The writing style is predominantly promotional and informative with a casual yet professional tone, characterized by straightforward and concise sentences. The content often includes calls to action, gratitude expressions, and announcements, using a mix of formal and informal language.","The tone is upbeat and engaging, blending professionalism with a friendly and welcoming demeanor. There is a consistent expression of gratitude and celebration, reflecting a community-oriented and appreciative attitude.","Langer's Delicatessen-Restaurant events, promotions, pastrami and deli offerings, customer appreciation, restaurant accolades, delivery services, hiring announcements, holiday observances"
110213124.0,110213124.0_gen_0,1.691531426e+18,"Charlie Kirk goes full mask-off. Not surprising, but worth noting. https://t.co/yrhJdooFmV",2023-08-15 19:24:53+00:00,"A post commenting on a public figure's recent controversial statement or action, highlighting its significance.","So, @PublicFigure is at it again with another jaw-dropping statement. Are we really surprised at this point? 🤔 It's like watching a never-ending circus, and the clowns just keep coming. But seriously, when will accountability become more than just a buzzword? What happened to integrity? #PoliticalTheater #HoldThemAccountable #FrustratedCitizen",2025-01-05T12:44:34.341946,Informal and opinionated writing style with varied sentence lengths. Uses a mix of straightforward language and rhetorical questions to engage readers. Often incorporates quotes and references to external articles.,"Critical and assertive tone with a focus on political and social issues, blending professional analysis with personal viewpoints. Frequently expresses skepticism and frustration.","Political commentary, Republican party critique, Trump indictments, evangelical Protestantism, social justice, media analysis, law enforcement criticism, climate change, gun violence"
1.4516201263742116e+18,1.4516201263742116e+18_gen_0,1.651777166e+18,Today I got a strike on my @YouTube channel for my interview back in February with @RobertKennedyJr about covid. The powers that be are on an intense censorship campaign to protect @POTUS now that RFK Jr is polling at 19% with Biden voters (and climbing). https://t.co/8d8TQ5aSv0 https://t.co/p2idJjpDNn,2023-04-28 02:35:39+00:00,"A post discussing a social media platform's action against a user's content related to a health topic, and the perceived political implications of this action.","Here we go again, another user's content gets axed just because it doesn't fit the 'approved' narrative! 🤔 Since when did questioning become a crime? @SocialMediaPlatform, care to explain how this isn't political censorship? #FreeSpeech #HiddenAgenda #WakeUpSheeple 🚨 Link to the article: [URL]",2025-01-05T12:44:36.902105,"Informal and assertive writing style with a mix of short and medium-length sentences. Utilizes strong, emotive language and rhetorical questions to emphasize points, often including hashtags and mentions.","Emotional and confrontational tone, often critical and skeptical, with elements of sarcasm and urgency. Balances between personal anecdotes and broader societal critiques.","COVID-19 vaccines, government and pharmaceutical industry criticism, censorship, women's rights, media bias, legal issues, personal freedoms, public health policies"
14828860.0,14828860.0_gen_0,1.69128631e+18,"There is an undeniable, chilling pattern between bombshell developments in the Hunter Biden investigations and the announcements of indictments against President Trump.  Every time there is news on Hunter, there’s immediately another indictment of Trump.  Are your eyes open yet? https://t.co/hfBHn3DUwW",2023-08-15 03:10:53+00:00,A post discussing perceived patterns in media coverage related to political investigations and legal actions involving prominent political figures.,Why does the media keep giving a free pass to certain political figures while hammering others with baseless accusations? 🤔 It's time to call out the double standards and demand fair coverage! #MediaBias #JusticeForAll @newsoutlets Are you listening?,2025-01-05T12:44:39.875371,"The writing style is assertive and direct, characterized by short to medium-length sentences. It frequently employs rhetorical questions and exclamations to emphasize points, often using hashtags and mentions to engage with specific topics or individuals. The vocabulary is politically charged, with a focus on terms like 'indictment,' 'corruption,' and 'patriotism,' often utilizing persuasive language to convey strong opinions.","The overall tone is combative and passionate, with a strong bias towards certain political figures and ideologies. It maintains a sense of urgency and alarm, often conveying a sense of injustice or conspiracy. The tone balances between informal expressions, like exclamations and rhetorical questions, and more formal references to political processes and figures.","Political investigations, Hunter Biden, Donald Trump, U.S. elections, media bias, justice system, Republican primaries, foreign policy, climate change, education reform, organ harvesting, social justice, economic policies"
1.199316753551106e+18,1.199316753551106e+18_gen_0,1.691071733e+18,Making blue fin tuna sashimi from lego   📹 ilikehome_stopmotion  https://t.co/JmJXrZzCee,2023-08-14 12:58:14+00:00,"A post about creating an artistic representation of a food item using building blocks, shared via a video.","So, y'all are turning food into LEGO art now? 🤔 Next level creativity or just playing with your food 2.0? 🍕🧩 Can't decide if I'm hungry or just impressed. 😂 @LEGO let's collab on a pizza set? #FoodArt #BlockParty 🍕",2025-01-05T12:44:42.535598,"Informal and concise writing style with a mix of short and medium-length sentences. Utilizes colloquial language and informal expressions, often incorporating humor and sarcasm. Frequent use of abbreviations and internet slang, with straightforward communication.","Casual and humorous tone, often sarcastic or irreverent. Displays a nonchalant attitude with a mix of skepticism and amusement. Occasionally shows enthusiasm or admiration, particularly when discussing personal interests.","Sports commentary, social media culture, political observations, humor and memes, personal interests in sports figures, critique of current events"
1.4379995111971348e+18,1.4379995111971348e+18_gen_0,1.691494835e+18,"Trump needs 91 “Not Guilty” verdicts, in multiple forums, and he’s campaigning for the presidency.   What a time to be alive. https://t.co/Ib9icVPHQ6",2023-08-15 16:59:29+00:00,A post discussing a political figure's legal challenges and their ongoing campaign for a leadership position.,So let me get this straight... a political figure is juggling legal battles like they're auditioning for a reality show AND running for leadership? 🤔 Talk about multitasking! Maybe they should add 'circus performer' to their resume. 🤡🎪 #PoliticalCircus #LeadershipGoals #YouCantMakeThisUp,2025-01-05T12:44:44.899948,"Informal and conversational writing style with short to medium-length sentences. Uses sarcastic and humorous language, employs hashtags and emojis, often includes links to external content.","Casual and irreverent tone with elements of sarcasm and humor, often critical and assertive, occasionally supportive and encouraging.","Political commentary, social justice issues, criticism of conservative movements, advocacy for LGBTQ+ rights, abortion rights, critique of public figures, support for democracy"
9.235436975635904e+17,9.235436975635904e+17_gen_0,1.620506155e+18,We are dreaming of spring cleaning . . . and donor-advised funds. https://t.co/qeaW4l5jHT,2023-01-31 19:35:49+00:00,A post about seasonal activities and financial planning tools.,"As we enjoy the seasonal activities, let's not forget the importance of financial planning and civic engagement. Utilize financial tools to prepare for the upcoming election season. Ensure you're registered to vote and understand your local voting procedures. Together, we can make informed decisions for our community's future. #CivicEngagement #FinancialPlanning #Election2024 @KansasElections",2025-01-05T12:44:46.936116,"The writing style is formal and informative, characterized by concise and structured sentences. It frequently uses hashtags and links to provide additional resources or context, and employs professional terminology related to elections and voting procedures.","The tone is predominantly professional and authoritative, with elements of civic duty and enthusiasm for electoral processes. It maintains a respectful and informative demeanor with occasional expressions of pride and encouragement.","Election processes, voter registration, advance voting, mail ballots, election security, civic engagement, Kansas state legislation"
7.488021057800314e+17,7.488021057800314e+17_gen_0,1.691446532e+18,The DOGE-1 Lunar Mission Launch Date is set for November 15-20th! 🚀   “Doge-1” is one of the payloads on the Nova-C IM-1 lunar mission by Intuitive Machines that will be carried by a SpaceX Falcon 9 rocket. 🌙  Dogecoin is literally going to the moon! 🐶 https://t.co/AolW557Ucc,2023-08-15 13:47:33+00:00,A post announcing an upcoming space mission involving a cryptocurrency-themed payload and its launch vehicle.,🚀 OMG! Another epic space mission with a crypto twist? Count me in! 🌌 Can't wait to see Doge soaring among the stars! 🐕💫 Who else is hyped for this cosmic adventure? Let's go to the moon... literally! 🌙 #DogeToSpace #CryptoInOrbit @elonmusk @dogecoin 🚀✨,2025-01-05T12:44:49.189428,"The writing style is informal and conversational, with a mix of short and medium-length sentences. There is frequent use of internet slang, emojis, and hashtags. The user occasionally includes technical details, especially regarding Dogecoin and related topics, but maintains a playful and accessible tone.","The overall tone is light-hearted, humorous, and enthusiastic. The user balances casual and friendly interactions with occasional serious or informative posts, especially when discussing Dogecoin and cryptocurrency matters.","Dogecoin, cryptocurrency, space exploration, personal anecdotes, internet culture, humor, community engagement, Elon Musk, blockchain technology"
49924953.0,49924953.0_gen_0,1.691480525e+18,"If your parking brake is weak or not working at all, a stretched cable is usually the issue. On Shop Press, see how to install the Dorman 03006 parking brake slack eliminator for a quick and easy way to restore brake function. https://t.co/TZ7K4KkJje  #dorman #shoppress",2023-08-15 16:02:38+00:00,"A post about a solution for addressing a common vehicle maintenance issue, featuring a product recommendation and an instructional guide.","{""post_text"": ""🔧 Tackling that pesky oil leak? Check out @DormanProducts' innovative oil pan replacement kit! 🛠️ This comprehensive guide will walk you through each step of the process, ensuring a tight seal and long-term reliability. \n\nKey Benefits:\n- Precision-engineered fitment\n- Durable, high-quality materials\n- Easy-to-follow installation guide\n\nStay ahead in vehicle maintenance and save time with this effective solution. \n\n👉 Dive",2025-01-05T12:44:51.766504,"The writing style is informative and technical, characterized by concise and structured sentences. It frequently employs industry-specific terminology and is direct in conveying information, often using bullet points or lists to highlight key points.","The tone is predominantly professional and informative, with a consistent focus on clarity and precision. There is a subtle enthusiasm for automotive topics, balanced with a practical, no-nonsense approach.","Automotive repair tips, Dorman product promotions, vehicle maintenance techniques, automotive industry trends, Shop Press contributor insights, racing and motorsports updates"
